Competitor Component Name,Competitor CVEs,Confidence,Sonatype Component Name,Sonatype CVEs,Sonatype Occurence Path
com.jhlabs:imaging:01012005,,10,com.jhlabs:imaging:01012005,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jhlabs-filters.jar
com.liferay.portal:com.liferay.portal.impl:2.30.3,"CVE-2020-15840, CVE-2020-7961, CVE-2021-29040, CVE-2021-33321, CVE-2021-33322, CVE-2021-33325, sonatype-2019-0387",10,com.liferay.portal:com.liferay.portal.impl:2.30.3,"CVE-2020-15840, CVE-2020-7961, CVE-2021-29040, CVE-2021-33321, CVE-2021-33322, CVE-2021-33325, sonatype-2019-0387",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/portal-impl.jar
com.liferay.portal:com.liferay.portal.kernel:2.64.1,,10,com.liferay.portal:com.liferay.portal.kernel:2.64.1,,./tomcat-8.0.32/lib/ext/portal-kernel.jar
com.liferay.portal:com.liferay.portal.test:4.0.4,CVE-2020-15250,10,com.liferay.portal:com.liferay.portal.test:4.0.4,CVE-2020-15250,./osgi/test/com.liferay.portal.test.jar
com.liferay.portal:com.liferay.util.java:2.5.11,,10,com.liferay.portal:com.liferay.util.java:2.5.11,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/portal-impl.jar/com/liferay/portal/deploy/dependencies/util-java.jar
com.liferay:com.liferay.frontend.css.rtl.converter:1.0.0,,10,com.liferay:com.liferay.frontend.css.rtl.converter:1.0.0,,./osgi/compat/com.liferay.modules.compat.data.jar/com.liferay.frontend.css.rtl.converter.jar
com.liferay:com.liferay.jaxws.osgi.bridge:1.0.2,,10,com.liferay:com.liferay.jaxws.osgi.bridge:1.0.2,,./osgi/core/com.liferay.jaxws.osgi.bridge.jar
com.liferay:com.liferay.osgi.felix.util:1.0.3,,10,com.liferay:com.liferay.osgi.felix.util:1.0.3,,./osgi/core/com.liferay.osgi.felix.util.jar
com.liferay:com.liferay.petra.collection:1.0.2,,10,com.liferay:com.liferay.petra.collection:1.0.2,,./osgi/compat/com.liferay.modules.compat.data.jar/com.liferay.petra.collection.jar
com.liferay:com.liferay.petra.concurrent:1.2.3,,10,com.liferay:com.liferay.petra.concurrent:1.2.3,,./tomcat-8.0.32/lib/ext/com.liferay.petra.concurrent.jar
com.liferay:com.liferay.petra.encryptor:1.0.11,,10,com.liferay:com.liferay.petra.encryptor:1.0.11,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/com.liferay.petra.encryptor.jar
com.liferay:com.liferay.petra.executor:1.0.2,,10,com.liferay:com.liferay.petra.executor:1.0.2,,./tomcat-8.0.32/lib/ext/com.liferay.petra.executor.jar
com.liferay:com.liferay.petra.function:1.0.1,,10,com.liferay:com.liferay.petra.function:1.0.1,,./tomcat-8.0.32/lib/ext/com.liferay.petra.function.jar
com.liferay:com.liferay.petra.lang:1.1.2,,10,com.liferay:com.liferay.petra.lang:1.1.2,,./tomcat-8.0.32/lib/ext/com.liferay.petra.lang.jar
com.liferay:com.liferay.petra.mail:1.1.6,,10,com.liferay:com.liferay.petra.mail:1.1.6,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/com.liferay.petra.mail.jar
com.liferay:com.liferay.petra.nio:1.0.2,,10,com.liferay:com.liferay.petra.nio:1.0.2,,./tomcat-8.0.32/lib/ext/com.liferay.petra.nio.jar
com.liferay:com.liferay.petra.reflect:1.1.1,,10,com.liferay:com.liferay.petra.reflect:1.1.1,,./tomcat-8.0.32/lib/ext/com.liferay.petra.reflect.jar
com.liferay:com.liferay.petra.xml:1.0.13,,10,com.liferay:com.liferay.petra.xml:1.0.13,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/com.liferay.petra.xml.jar
com.liferay:com.liferay.portal.equinox.log.bridge:1.0.2,,10,com.liferay:com.liferay.portal.equinox.log.bridge:1.0.2,,./osgi/core/com.liferay.portal.equinox.log.bridge.jar
com.liferay:com.liferay.portal.osgi.web.jasper.plugins.taglib:1.0.2,,10,com.liferay:com.liferay.portal.osgi.web.jasper.plugins.taglib:1.0.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/com.liferay.portal.osgi.web.jasper.plugins.taglib.jar
com.liferay:com.liferay.portal.search.elasticsearch6.api:1.0.3,,10,com.liferay:com.liferay.portal.search.elasticsearch6.api:1.0.3,,./osgi/modules/com.liferay.portal.search.elasticsearch6.api.jar
com.liferay:com.liferay.portal.startup.monitor:1.0.2,,10,com.liferay:com.liferay.portal.startup.monitor:1.0.2,,./osgi/static/com.liferay.portal.startup.monitor.jar
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"CVE-2017-18640, CVE-2020-15250, CVE-2022-25857, CVE-2022-38749, CVE-2022-38750, CVE-2022-38751",10,com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"CVE-2017-18640, CVE-2020-15250",./tools/portal-tools-target-platform-indexer-client/com.liferay.portal.target.platform.indexer.jar
com.liferay:com.liferay.portal.tools.db.upgrade.client:1.0.5,,10,com.liferay:com.liferay.portal.tools.db.upgrade.client:1.0.5,,./tools/portal-tools-db-upgrade-client/com.liferay.portal.tools.db.upgrade.client.jar
com.liferay:com.liferay.registry.impl:1.0.6,,10,com.liferay:com.liferay.registry.impl:1.0.6,,./osgi/core/com.liferay.registry.impl.jar
com.liferay:javax.ccpp.ccpp-ri:1.0,,10,com.liferay:javax.ccpp.ccpp-ri:1.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/ccpp-ri.jar
com.liferay:nl.captcha.simplecaptcha:1.1.1,,10,com.liferay:nl.captcha.simplecaptcha:1.1.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/simplecaptcha.jar
com.mchange:c3p0:0.9.5,sonatype-2019-0096,10,com.mchange:c3p0:0.9.5,sonatype-2019-0096,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/c3p0.jar
com.mchange:mchange-commons-java:0.2.9,,10,com.mchange:mchange-commons-java:0.2.9,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/mchange-commons-java.jar
com.pff:java-libpst:0.8.1,,10,com.pff:java-libpst:0.8.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/java-libpst.jar
com.redhat.qe:json-java:20110202,sonatype-2022-3061,10,com.redhat.qe:json-java:20110202,sonatype-2022-3061,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/json-java.jar
com.rometools:rome:1.5.1,sonatype-2021-0802,10,com.rometools:rome:1.5.1,sonatype-2021-0802,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/rometools.jar
com.sun.xml.stream.buffer:streambuffer:0.9,,10,com.sun.xml.stream.buffer:streambuffer:0.9,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/streambuffer.jar
com.tdunning:t-digest:3.0,,10,com.tdunning:t-digest:3.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/t-digest-3.0.jar
com.twitter:jsr166e:1.1.0,,10,com.twitter:jsr166e:1.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/jsr166e-1.1.0.jar
com.unboundid:unboundid-ldapsdk:4.0.2,CVE-2018-1000134,10,com.unboundid:unboundid-ldapsdk:4.0.2,CVE-2018-1000134,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/unboundid-ldapsdk-4.0.2.jar
com.uwyn:jhighlight:1.0,,10,com.uwyn:jhighlight:1.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jhighlight.jar
com.vividsolutions:jts:1.13,,10,com.vividsolutions:jts:1.13,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/jts-1.13.jar
yuicompressor:2.4.7,,10,com.yahoo.platform.yui:yuicompressor:2.4.7,sonatype-2018-0590,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/yui-compressor.jar
commons-beanutils:commons-beanutils:1.9.2,"CVE-2014-0114, CVE-2019-10086",10,commons-beanutils:commons-beanutils:1.9.2,"CVE-2014-0114, CVE-2019-10086",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-beanutils.jar
commons-chain:commons-chain:1.2,,10,commons-chain:commons-chain:1.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-chain.jar
commons-codec:commons-codec:1.9,sonatype-2012-0050,10,commons-codec:commons-codec:1.9,sonatype-2012-0050,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-codec.jar
commons-collections:commons-collections:3.2.2,,10,commons-collections:commons-collections:3.2.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-collections.jar
commons-configuration:commons-configuration:1.10,,10,commons-configuration:commons-configuration:1.10,,./osgi/modules/commons-configuration-1.10.jar
commons-daemon:commons-daemon:1.0.15,,10,commons-daemon:commons-daemon:1.0.15,,./tomcat-8.0.32/bin/commons-daemon.jar
commons-dbcp:commons-dbcp:1.2.2,sonatype-2020-1349,10,commons-dbcp:commons-dbcp:1.2.2,sonatype-2020-1349,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-dbcp.jar
commons-digester:commons-digester:1.8.1,,10,commons-digester:commons-digester:1.8.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-digester.jar
commons-discovery:commons-discovery:0.4,,10,commons-discovery:commons-discovery:0.4,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-discovery.jar
commons-fileupload:commons-fileupload:1.3.2,"CVE-2016-1000031, sonatype-2014-0173",10,commons-fileupload:commons-fileupload:1.3.2,"CVE-2016-1000031, sonatype-2014-0173",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-fileupload.jar
commons-io:commons-io:2.0,sonatype-2018-0705,10,commons-io:commons-io:2.0,"sonatype-2018-0705, CVE-2021-29425",./osgi/modules/commons-io-2.0.jar
commons-io:commons-io:2.5,sonatype-2018-0705,10,commons-io:commons-io:2.5,"sonatype-2018-0705, CVE-2021-29425",./osgi/modules/commons-io-2.5.jar
commons-io:commons-io:2.6,sonatype-2018-0705,10,commons-io:commons-io:2.6,"sonatype-2018-0705, CVE-2021-29425",./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/commons-io-2.6.jar
commons-lang:commons-lang:2.6,,10,commons-lang:commons-lang:2.6,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/commons-lang-2.6.jar
commons-logging:commons-logging:1.2,,10,commons-logging:commons-logging:1.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-logging.jar
commons-pool:commons-pool:1.5.4,,10,commons-pool:commons-pool:1.5.4,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-pool.jar
commons-validator:commons-validator:1.5.0,,10,commons-validator:commons-validator:1.5.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-validator.jar
concurrent:concurrent:1.3.4,,10,concurrent:concurrent:1.3.4,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/concurrent.jar
displaytag:displaytag:1.2,,10,displaytag:displaytag:1.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/displaytag.jar
easyconf:easyconf:0.9.5,,10,easyconf:easyconf:0.9.5,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/easyconf.jar
ecs:ecs:1.4.2,,10,ecs:ecs:1.4.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/ecs.jar
edu.ucar:netcdf:4.2.20,,10,edu.ucar:netcdf:4.2.20,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/netcdf.jar
javax.ccpp:ccpp:1.0,,10,javax.ccpp:ccpp:1.0,,./tomcat-8.0.32/lib/ext/ccpp.jar
javax.mail:mail:1.4,sonatype-2017-0492,10,javax.mail:mail:1.4,sonatype-2017-0492,./tomcat-8.0.32/lib/ext/mail.jar
javax.media:jai-core:1.1.3,,10,javax.media:jai-core:1.1.3,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jai_core.jar
javax.servlet.jsp.jstl:jstl-api:1.2,,10,javax.servlet.jsp.jstl:jstl-api:1.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jstl-api.jar
javax.xml.soap:saaj-api:1.3,,10,javax.xml.soap:saaj-api:1.3,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/saaj-api.jar
jaxen:jaxen:1.1.1,,10,jaxen:jaxen:1.1.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/abdera.jar/jaxen-1.1.1.jar
jfree:jcommon:1.0.16,,10,jfree:jcommon:1.0.16,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jcommon.jar
joda-time:joda-time:2.9.5,,10,joda-time:joda-time:2.9.5,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/joda-time-2.9.5.jar
log4j:apache-log4j-extras:1.2.17,,10,log4j:apache-log4j-extras:1.2.17,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/log4j-extras.jar
log4j:log4j:1.2.17,"CVE-2019-17571, CVE-2021-4104, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307, sonatype-2010-0053",10,log4j:log4j:1.2.17,"CVE-2019-17571, CVE-2021-4104, CVE-2022-23302, CVE-2022-23305, CVE-2022-23307, sonatype-2010-0053",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/log4j.jar
mysql:mysql-connector-java:5.1.23,"CVE-2015-2575, CVE-2017-3523, CVE-2017-3586, CVE-2017-3589, CVE-2018-3258, CVE-2019-2692, CVE-2020-2934, CVE-2022-21363",10,mysql:mysql-connector-java:5.1.23,"CVE-2015-2575, CVE-2017-3523, CVE-2017-3586, CVE-2017-3589, CVE-2018-3258, CVE-2019-2692, CVE-2020-2934, CVE-2022-21363",./tomcat-8.0.32/lib/ext/mysql.jar
net.htmlparser.jericho:jericho-html:3.1,,10,net.htmlparser.jericho:jericho-html:3.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jericho-html.jar
net.java.dev.jna:jna:4.1.0,,10,net.java.dev.jna:jna:4.1.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jna.jar
net.sf.jazzy:jazzy:0.5.2-rtext-1.4.1-2,,10,net.sf.jazzy:jazzy:0.5.2-rtext-1.4.1-2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jazzy.jar
net.sf.jopt-simple:jopt-simple:5.0.2,,10,net.sf.jopt-simple:jopt-simple:5.0.2,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/jopt-simple-5.0.2.jar
net.sf.jsr107cache:jsr107cache:1.0,,10,net.sf.jsr107cache:jsr107cache:1.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/jsr107cache.jar
net.sf.supercsv:super-csv:2.1.0,,10,net.sf.supercsv:super-csv:2.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/super-csv-2.1.0.jar
nekohtml:nekohtml:1.9.14,,10,net.sourceforge.nekohtml:nekohtml:1.9.14,CVE-2022-24839,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/nekohtml.jar
odmg:odmg:3.0,,10,odmg:odmg:3.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/odmg.jar
org.antlr:antlr-runtime:3.5,,10,org.antlr:antlr-runtime:3.5,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/antlr-runtime-3.5.jar
antlr:3.0.1,,10,org.antlr:antlr:3.0.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/antlr3.jar
org.antlr:stringtemplate:3.0,,10,org.antlr:stringtemplate:3.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/stringtemplate.jar
org.apache.abdera:abdera-bundle:1.1.2,"CVE-2019-12401, sonatype-2018-0624",10,org.apache.abdera:abdera-bundle:1.1.2,"CVE-2019-12401, sonatype-2018-0624",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/abdera.jar
org.apache.ant:ant:1.8.2,"CVE-2012-2098, CVE-2020-1945, CVE-2021-36374, sonatype-2018-0330",10,org.apache.ant:ant:1.8.2,"CVE-2012-2098, CVE-2020-1945, CVE-2021-36374, sonatype-2018-0330",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/ant.jar
org.apache.aries.jmx:org.apache.aries.jmx.api:1.1.5,,10,org.apache.aries.jmx:org.apache.aries.jmx.api:1.1.5,,./osgi/modules/org.apache.aries.jmx.api.jar
org.apache.aries.jmx:org.apache.aries.jmx.core:1.1.7,,10,org.apache.aries.jmx:org.apache.aries.jmx.core:1.1.7,,./osgi/modules/org.apache.aries.jmx.core.jar
org.apache.aries:org.apache.aries.util:1.1.3,,10,org.apache.aries:org.apache.aries.util:1.1.3,,./osgi/modules/org.apache.aries.util.jar
org.apache.chemistry.opencmis:chemistry-opencmis-client-api:0.13.0,,10,org.apache.chemistry.opencmis:chemistry-opencmis-client-api:0.13.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/chemistry-opencmis-client-api.jar
org.apache.chemistry.opencmis:chemistry-opencmis-client-bindings:0.13.0,,10,org.apache.chemistry.opencmis:chemistry-opencmis-client-bindings:0.13.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/chemistry-opencmis-client-bindings.jar
org.apache.chemistry.opencmis:chemistry-opencmis-client-impl:0.13.0,,10,org.apache.chemistry.opencmis:chemistry-opencmis-client-impl:0.13.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/chemistry-opencmis-client-impl.jar
org.apache.chemistry.opencmis:chemistry-opencmis-commons-api:0.13.0,,10,org.apache.chemistry.opencmis:chemistry-opencmis-commons-api:0.13.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/chemistry-opencmis-commons-api.jar
org.apache.chemistry.opencmis:chemistry-opencmis-commons-impl:0.13.0,,10,org.apache.chemistry.opencmis:chemistry-opencmis-commons-impl:0.13.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/chemistry-opencmis-commons-impl.jar
org.apache.commons:commons-compress:1.12,"CVE-2018-11771, CVE-2018-1324, CVE-2021-35515, CVE-2021-35516, CVE-2021-35517, CVE-2021-36090, sonatype-2021-4954",10,org.apache.commons:commons-compress:1.12,"CVE-2018-11771, CVE-2018-1324, CVE-2021-35515, CVE-2021-35516, CVE-2021-35517, CVE-2021-36090",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-compress.jar
org.apache.commons:commons-exec:1.3,,10,org.apache.commons:commons-exec:1.3,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-exec.jar
org.apache.commons:commons-lang3:3.9,,10,org.apache.commons:commons-lang3:3.9,,./osgi/modules/commons-lang3-3.9.jar
org.apache.commons:commons-math:2.0,,10,org.apache.commons:commons-math:2.0,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/commons-math.jar
org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1,,10,org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/abdera.jar/geronimo-stax-api_1.0_spec-1.0.1.jar
org.apache.httpcomponents:httpasyncclient:4.1.3,,10,org.apache.httpcomponents:httpasyncclient:4.1.3,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/httpasyncclient-4.1.3.jar
org.apache.httpcomponents:httpclient:4.4,"CVE-2020-13956, sonatype-2017-0359",10,org.apache.httpcomponents:httpclient:4.4,"CVE-2020-13956, sonatype-2017-0359",./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/httpclient-4.4.jar
org.apache.httpcomponents:httpclient:4.5,"CVE-2020-13956, sonatype-2017-0359",10,org.apache.httpcomponents:httpclient:4.5,"CVE-2020-13956, sonatype-2017-0359",./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/httpclient.jar
org.apache.httpcomponents:httpcore:4.4.1,,10,org.apache.httpcomponents:httpcore:4.4.1,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/httpcore.jar
org.apache.httpcomponents:httpmime:4.5,,10,org.apache.httpcomponents:httpmime:4.5,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/httpmime.jar
org.apache.james:apache-mime4j-core:0.7.2,,10,org.apache.james:apache-mime4j-core:0.7.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/mime4j-core.jar
org.apache.james:apache-mime4j-dom:0.7.2,,10,org.apache.james:apache-mime4j-dom:0.7.2,,./tomcat-8.0.32/webapps/assoc/WEB-INF/lib/mime4j-dom.jar
org.apache.logging.log4j:log4j-api:2.17.1,,10,org.apache.logging.log4j:log4j-api:2.17.1,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/log4j-api-2.17.1.jar
org.apache.logging.log4j:log4j-core:2.17.1,,10,org.apache.logging.log4j:log4j-core:2.17.1,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/log4j-core-2.17.1.jar
org.apache.lucene:lucene-analyzers-common:7.1.0,,10,org.apache.lucene:lucene-analyzers-common:7.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/lucene-analyzers-common-7.1.0.jar
org.apache.lucene:lucene-analyzers-icu:5.5.2,,10,org.apache.lucene:lucene-analyzers-icu:5.5.2,,./data/elasticsearch/plugins/analysis-icu/lucene-analyzers-icu-5.5.2.jar
org.apache.lucene:lucene-analyzers-icu:7.1.0,,10,org.apache.lucene:lucene-analyzers-icu:7.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/plugins/org.elasticsearch.plugin.analysis.icu-6.1.3.zip/elasticsearch/lucene-analyzers-icu-7.1.0.jar
org.apache.lucene:lucene-analyzers-kuromoji:7.1.0,,10,org.apache.lucene:lucene-analyzers-kuromoji:7.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/plugins/org.elasticsearch.plugin.analysis.kuromoji-6.1.3.zip/elasticsearch/lucene-analyzers-kuromoji-7.1.0.jar
org.apache.lucene:lucene-analyzers-smartcn:5.5.2,,10,org.apache.lucene:lucene-analyzers-smartcn:5.5.2,,./data/elasticsearch/plugins/analysis-smartcn/lucene-analyzers-smartcn-5.5.2.jar
org.apache.lucene:lucene-analyzers-smartcn:7.1.0,,10,org.apache.lucene:lucene-analyzers-smartcn:7.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/plugins/org.elasticsearch.plugin.analysis.smartcn-6.1.3.zip/elasticsearch/lucene-analyzers-smartcn-7.1.0.jar
org.apache.lucene:lucene-analyzers-stempel:5.5.2,,10,org.apache.lucene:lucene-analyzers-stempel:5.5.2,,./data/elasticsearch/plugins/analysis-stempel/lucene-analyzers-stempel-5.5.2.jar
org.apache.lucene:lucene-analyzers-stempel:7.1.0,,10,org.apache.lucene:lucene-analyzers-stempel:7.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/plugins/org.elasticsearch.plugin.analysis.stempel-6.1.3.zip/elasticsearch/lucene-analyzers-stempel-7.1.0.jar
org.apache.lucene:lucene-core:7.1.0,,10,org.apache.lucene:lucene-core:7.1.0,,./osgi/modules/com.liferay.portal.search.elasticsearch6.impl.jar/lib/lucene-core-7.1.0.jar
