Competitor Component Name,Competitor CVEs,Confidence,Sonatype Component Name,Sonatype CVEs,Sonatype Occurence Path
org.thymeleaf.extras:thymeleaf-extras-springsecurity5,,10,org.thymeleaf.extras:thymeleaf-extras-springsecurity5:3.0.4.RELEASE,sonatype-2020-0492,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/thymeleaf-extras-springsecurity5-3.0.4.RELEASE.jar
org.webjars:bootstrap,,10,org.webjars:bootstrap:3.1.1,"CVE-2018-14040, CVE-2018-14042, CVE-2018-20676, CVE-2019-8331, sonatype-2016-0129, sonatype-2017-0695, CVE-2016-10735, sonatype-2018-0607",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/lessons/challenges/js/bootstrap.min.js
org.webjars:bootstrap,,10,org.webjars:bootstrap:3.3.7,"CVE-2018-14040, CVE-2018-14042, CVE-2018-20676, CVE-2018-20677, CVE-2019-8331, sonatype-2016-0129, sonatype-2017-0695, CVE-2016-10735, sonatype-2018-0607",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/bootstrap-3.3.7.jar
org.webjars:jquery,,10,org.webjars:jquery-ui:1.12.1,"CVE-2021-41182, CVE-2021-41183, CVE-2021-41184, CVE-2022-31160",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/jquery-ui.min.js
org.webjars:jquery,,10,org.webjars:jquery:1.10.2,"CVE-2019-11358, CVE-2020-11023, sonatype-2014-0026, sonatype-2020-0187, CVE-2020-11022",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/jquery/jquery-1.10.2.min.js
org.webjars:jquery,,10,org.webjars:jquery:3.5.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jquery-3.5.1.jar
xml-resolver:xml-resolver,,10,xml-resolver:xml-resolver:1.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/xml-resolver-1.2.jar
org.apache.commons:commons-compress:1.21,,4,org.apache.commons:commons-exec:1.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/commons-exec-1.3.jar
org.apache.commons:commons-compress:1.21,,4,org.apache.commons:commons-text:1.9,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/commons-text-1.9.jar
org.springframework.security:spring-security-test,,5,org.springframework.security:spring-security-config:5.7.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-config-5.7.2.jar
org.springframework.security:spring-security-test,,5,org.springframework.security:spring-security-crypto:5.7.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-crypto-5.7.2.jar
org.springframework.security:spring-security-test,,6,org.springframework.security:spring-security-core:5.7.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-5.7.2.jar
org.springframework.security:spring-security-test,,6,org.springframework.security:spring-security-web:5.7.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-5.7.2.jar
org.springframework.boot:spring-boot-maven-plugin,,8,org.springframework.boot:spring-boot:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-2.7.1.jar
org.apache.commons:commons-compress:1.21,,,,,
org.apache.maven.plugins:maven-checkstyle-plugin,,,,,
org.apache.maven.plugins:maven-compiler-plugin,,,,,
org.apache.maven.plugins:maven-enforcer-plugin:3.0.0,,,,,
org.apache.maven.plugins:maven-failsafe-plugin,,,,,
org.apache.maven.plugins:maven-surefire-plugin,,,,,
com.bazaarvoice.maven.plugins:process-exec-maven-plugin:0.9,,,,,
io.github.bonigarcia:webdrivermanager,,,,,
com.github.tomakehurst:wiremock,,,,,
org.owasp:dependency-check-maven:6.5.1,,,,,
org.codehaus.mojo:build-helper-maven-plugin,,,,,
io.rest-assured:rest-assured,,,,,
org.springframework.boot:spring-boot-maven-plugin,,,,,
org.springframework.boot:spring-boot-starter-actuator,,,,,
org.springframework.boot:spring-boot-starter-data-jpa,,,,,
org.springframework.boot:spring-boot-starter-security,,,,,
org.springframework.boot:spring-boot-starter-test,,,,,
org.springframework.boot:spring-boot-starter-thymeleaf,,,,,
org.springframework.boot:spring-boot-starter-undertow,,,,,
org.springframework.boot:spring-boot-starter-validation,,,,,
org.springframework.boot:spring-boot-starter-web,,,,,
org.springframework.security:spring-security-test,,,,,
,,,@para-snack/core:0.0.8,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/require.min.js
,,,"Red:Hat速,:Inc./Jansi:-:Java:library:for:generating:and:interpreting:ANSI:escape:sequences.:jansi:1.5.0",,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/jline/jline/2.14.6/jline-2.14.6.jar/META-INF/native/windows64/jansi.dll
,,,ace-builds:1.4.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/ace.js
,,,antlr:antlr:2.7.7,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/antlr-2.7.7.jar
,,,backbone:1.4.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/backbone-min.js
,,,bootstrap:3.3.7,"CVE-2018-20677, sonatype-2016-0129, sonatype-2017-0695, CVE-2016-10735, CVE-2018-14040, CVE-2018-14042, CVE-2018-20676, CVE-2019-8331, sonatype-2018-0607",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/bootstrap-3.3.7.jar/META-INF/resources/webjars/bootstrap/3.3.7/js/affix.js
,,,ch.qos.logback:logback-classic:1.2.11,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/logback-classic-1.2.11.jar
,,,ch.qos.logback:logback-core:1.2.11,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/logback-core-1.2.11.jar
,,,com.beust:jcommander:1.81,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jcommander-1.81.jar
,,,com.fasterxml.jackson.core:jackson-annotations:2.13.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jackson-annotations-2.13.3.jar
,,,com.fasterxml.jackson.core:jackson-core:2.13.3,sonatype-2022-6438,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jackson-core-2.13.3.jar
,,,com.fasterxml.jackson.core:jackson-databind:2.13.3,"CVE-2022-42003, CVE-2022-42004",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jackson-databind-2.13.3.jar
,,,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.13.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jackson-datatype-jdk8-2.13.3.jar
,,,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.13.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jackson-datatype-jsr310-2.13.3.jar
,,,com.fasterxml.jackson.module:jackson-module-parameter-names:2.13.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jackson-module-parameter-names-2.13.3.jar
,,,com.fasterxml:classmate:1.5.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/classmate-1.5.1.jar
,,,com.github.jnr:jffi:1.3.9,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jffi-1.3.9.jar
,,,com.github.jnr:jffi:jar:native:1.3.9,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jffi-1.3.9-native.jar
,,,com.github.jnr:jnr-a64asm:1.0.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-a64asm-1.0.0.jar
,,,com.github.jnr:jnr-constants:0.10.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-constants-0.10.3.jar
,,,com.github.jnr:jnr-enxio:0.32.13,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-enxio-0.32.13.jar
,,,com.github.jnr:jnr-ffi:2.2.11,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-ffi-2.2.11.jar
,,,com.github.jnr:jnr-netdb:1.2.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-netdb-1.2.0.jar
,,,com.github.jnr:jnr-posix:3.1.15,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-posix-3.1.15.jar
,,,com.github.jnr:jnr-unixsocket:0.38.17,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-unixsocket-0.38.17.jar
,,,com.github.jnr:jnr-x86asm:1.0.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jnr-x86asm-1.0.2.jar
,,,com.google.code.findbugs:jsr305:3.0.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jsr305-3.0.2.jar
,,,com.google.errorprone:error_prone_annotations:2.3.4,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/error_prone_annotations-2.3.4.jar
,,,com.google.guava:failureaccess:1.0.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/failureaccess-1.0.1.jar
,,,com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar
,,,com.google.j2objc:j2objc-annotations:1.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/j2objc-annotations-1.3.jar
,,,com.headius:backport9:1.12,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/backport9-1.12.jar
,,,com.headius:invokebinder:1.12,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/invokebinder-1.12.jar
,,,com.headius:options:1.6,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/options-1.6.jar
,,,com.jcraft:jzlib:1.1.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jzlib-1.1.3.jar
,,,com.sun.activation:jakarta.activation:1.2.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.activation-1.2.2.jar
,,,com.sun.istack:istack-commons-runtime:3.0.12,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/istack-commons-runtime-3.0.12.jar
,,,com.zaxxer:HikariCP:4.0.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/HikariCP-4.0.3.jar
,,,did_you_mean:1.3.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/did_you_mean-1.3.0.gem
,,,http://www.jruby.org//JRubyjruby.exe1.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/bin/jrubyw.exe
,,,io.micrometer:micrometer-core:1.9.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/micrometer-core-1.9.1.jar
,,,io.undertow:undertow-core:2.2.18.Final,"CVE-2016-6311, CVE-2022-2053, CVE-2022-2764",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/undertow-core-2.2.18.Final.jar
,,,io.undertow:undertow-servlet:2.2.18.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/undertow-servlet-2.2.18.Final.jar
,,,io.undertow:undertow-websockets-jsr:2.2.18.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/undertow-websockets-jsr-2.2.18.Final.jar
,,,jakarta.annotation:jakarta.annotation-api:1.3.5,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.annotation-api-1.3.5.jar
,,,jakarta.persistence:jakarta.persistence-api:2.2.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.persistence-api-2.2.3.jar
,,,jakarta.servlet:jakarta.servlet-api:4.0.4,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.servlet-api-4.0.4.jar
,,,jakarta.transaction:jakarta.transaction-api:1.3.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.transaction-api-1.3.3.jar
,,,jakarta.validation:jakarta.validation-api:2.0.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.validation-api-2.0.2.jar
,,,jakarta.websocket:jakarta.websocket-api:1.1.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.websocket-api-1.1.2.jar
,,,jakarta.xml.bind:jakarta.xml.bind-api:2.3.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jakarta.xml.bind-api-2.3.3.jar
,,,javax.activation:javax.activation-api:1.2.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/javax.activation-api-1.2.0.jar
,,,jline:jline:2.14.6,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/jline/jline/2.14.6/jline-2.14.6.jar
,,,joda-time:joda-time:2.10.10,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/joda-time-2.10.10.jar
,,,jquery-form:3.50.0,sonatype-2015-0356,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/jquery_form/jquery.form.js
,,,jquery-timepicker:1.3.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/jquery/jquery-ui-1.10.4.custom.min.js
,,,jquery:1.5.1,"CVE-2020-11023, sonatype-2020-0187, CVE-2020-11022, CVE-2019-11358, sonatype-2014-0026, sonatype-2016-0107, CVE-2015-9251, sonatype-2016-0133, CVE-2016-10707",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/jquery-2.1.4.min.js
,,,me.qmx.jitescript:jitescript:0.4.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jitescript-0.4.1.jar
,,,minitest:5.11.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/minitest-5.11.3.gem
,,,net-telnet:0.1.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/gems/shared/cache/net-telnet-0.1.1.gem
,,,net.bytebuddy:byte-buddy:1.12.11,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/byte-buddy-1.12.11.jar
,,,node-polyglot:0.4.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/libs/polyglot.min.js
,,,org.apache.logging.log4j:log4j-to-slf4j:2.17.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/log4j-to-slf4j-2.17.2.jar
,,,org.apache.tomcat.embed:tomcat-embed-el:9.0.64,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/tomcat-embed-el-9.0.64.jar
,,,org.aspectj:aspectjweaver:1.9.7,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/aspectjweaver-1.9.7.jar
,,,org.attoparser:attoparser:2.0.5.RELEASE,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/attoparser-2.0.5.RELEASE.jar
,,,org.bouncycastle:bcpkix-jdk15on:1.68,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcpkix-jdk15on/1.68/bcpkix-jdk15on-1.68.jar
,,,org.bouncycastle:bcprov-jdk15on:1.68,"sonatype-2019-0673, sonatype-2021-4916",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bcprov-jdk15on/1.68/bcprov-jdk15on-1.68.jar
,,,org.bouncycastle:bctls-jdk15on:1.68,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/org/bouncycastle/bctls-jdk15on/1.68/bctls-jdk15on-1.68.jar
,,,org.checkerframework:checker-qual:3.5.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/checker-qual-3.5.0.jar
,,,org.glassfish.jaxb:txw2:2.3.6,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/txw2-2.3.6.jar
,,,org.hdrhistogram:HdrHistogram:2.1.12,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/HdrHistogram-2.1.12.jar
,,,org.hibernate.common:hibernate-commons-annotations:5.1.2.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/hibernate-commons-annotations-5.1.2.Final.jar
,,,org.hibernate.validator:hibernate-validator:6.2.3.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/hibernate-validator-6.2.3.Final.jar
,,,org.hibernate:hibernate-core:5.6.9.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/hibernate-core-5.6.9.Final.jar
,,,org.jboss.logging:jboss-logging:3.4.3.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jboss-logging-3.4.3.Final.jar
,,,org.jboss.threads:jboss-threads:3.1.0.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jboss-threads-3.1.0.Final.jar
,,,org.jboss.xnio:xnio-api:3.8.7.Final,CVE-2022-0084,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/xnio-api-3.8.7.Final.jar
,,,org.jboss.xnio:xnio-nio:3.8.7.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/xnio-nio-3.8.7.Final.jar
,,,org.jboss:jandex:2.4.2.Final,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jandex-2.4.2.Final.jar
,,,org.jruby.jcodings:jcodings:1.0.57,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jcodings-1.0.57.jar
,,,org.jruby.joni:joni:2.1.43,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/joni-2.1.43.jar
,,,org.jruby:dirgra:0.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/dirgra-0.3.jar
,,,org.jruby:jruby-base:9.3.6.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-base-9.3.6.0.jar
,,,org.jruby:jruby-stdlib:9.2.9.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar/META-INF/jruby.home/lib/ruby/stdlib/rdoc/generator/template/darkfish/js/search.js
,,,org.jruby:jruby-stdlib:9.3.6.0,"CVE-2016-7954, CVE-2021-28965, CVE-2021-31799, CVE-2021-43809, CVE-2022-1471, CVE-2022-25857, CVE-2022-38749, CVE-2022-38750, CVE-2022-38751, CVE-2022-38752, CVE-2022-41854, sonatype-2013-0074, sonatype-2019-0673, sonatype-2021-4916, sonatype-2022-4124, sonatype-2022-6090",webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jruby-stdlib-9.3.6.0.jar
,,,org.latencyutils:LatencyUtils:2.0.3,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/LatencyUtils-2.0.3.jar
,,,org.ow2.asm:asm-analysis:9.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/asm-analysis-9.2.jar
,,,org.ow2.asm:asm-commons:9.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/asm-commons-9.2.jar
,,,org.ow2.asm:asm-tree:9.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/asm-tree-9.2.jar
,,,org.ow2.asm:asm-util:9.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/asm-util-9.2.jar
,,,org.owasp.webgoat:webgoat-container:7.0,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/classes/webgoat/static/js/goatApp/model/FlagModel.js
,,,org.slf4j:jul-to-slf4j:1.7.36,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/jul-to-slf4j-1.7.36.jar
,,,org.slf4j:slf4j-api:1.7.36,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/slf4j-api-1.7.36.jar
,,,org.springframework.boot:spring-boot-actuator-autoconfigure:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-actuator-autoconfigure-2.7.1.jar
,,,org.springframework.boot:spring-boot-actuator:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-actuator-2.7.1.jar
,,,org.springframework.boot:spring-boot-autoconfigure:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-autoconfigure-2.7.1.jar
,,,org.springframework.boot:spring-boot-jarmode-layertools:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-jarmode-layertools-2.7.1.jar
,,,org.springframework.boot:spring-boot:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-boot-2.7.1.jar
,,,org.springframework.data:spring-data-commons:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-data-commons-2.7.1.jar
,,,org.springframework.data:spring-data-jpa:2.7.1,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-data-jpa-2.7.1.jar
,,,org.springframework.security:spring-security-config:5.7.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-config-5.7.2.jar
,,,org.springframework.security:spring-security-core:5.7.2,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-core-5.7.2.jar
,,,org.springframework.security:spring-security-crypto:5.7.2,CVE-2020-5408,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-crypto-5.7.2.jar
,,,org.springframework.security:spring-security-web:5.7.2,CVE-2022-31692,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-security-web-5.7.2.jar
,,,org.springframework:spring-aop:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-aop-5.3.21.jar
,,,org.springframework:spring-aspects:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-aspects-5.3.21.jar
,,,org.springframework:spring-beans:5.3.21,,webgoat-8.2.3-SNAPSHOT.jar/BOOT-INF/lib/spring-beans-5.3.21.jar
