"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2005-4838,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in the example web applications for Jakarta Tomcat 5.5.6 and earlier allow remote attackers to inject arbitrary web script or HTML via (1) el/functions.jsp, (2) el/implicit-objects.jsp, and (3) jspx/textRotate.jspx in examples/jsp2/, as demonstrated via script in a request to snp/snoop.jsp.  NOTE: other XSS issues in the manager were simultaneously reported, but these require admin access and do not cross privilege boundaries.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2006-7196,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),CVE-2006-7196 tomcat XSS in example webapps,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2007-2449,NVD-CWE-Other,"Multiple cross-site scripting (XSS) vulnerabilities in certain JSP files in the examples web application in Apache Tomcat 4.0.0 through 4.0.6, 4.1.0 through 4.1.36, 5.0.0 through 5.0.30, 5.5.0 through 5.5.24, and 6.0.0 through 6.0.13 allow remote attackers to inject arbitrary web script or HTML via the portion of the URI after the ';' character, as demonstrated by a URI containing a ""snp/snoop.jsp;"" sequence.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2009-2696,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in jsp/cal/cal2.jsp in the calendar application in the examples web application in Apache Tomcat on Red Hat Enterprise Linux 5, Desktop Workstation 5, and Linux Desktop 5 allows remote attackers to inject arbitrary web script or HTML via the time parameter, related to ""invalid HTML."" NOTE: this is due to a missing fix for CVE-2009-0781.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2013-4322,CWE-20 Improper Input Validation,"Apache Tomcat before 6.0.39, 7.x before 7.0.50, and 8.x before 8.0.0-RC10 processes chunked transfer coding without properly handling (1) a large total amount of chunked data or (2) whitespace characters in an HTTP header value within a trailer field, which allows remote attackers to cause a denial of service by streaming data.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-3544.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:N/A:P,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2013-4590,CWE-200 Information Exposure,"Apache Tomcat before 6.0.39, 7.x before 7.0.50, and 8.x before 8.0.0-RC10 allows attackers to obtain ""Tomcat internals"" information by leveraging the presence of an untrusted web application with a context.xml, web.xml, *.jspx, *.tagx, or *.tld XML document containing an external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2014-0096,"CWE-264 Permissions, Privileges, and Access Controls","java/org/apache/catalina/servlets/DefaultServlet.java in the default servlet in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4 does not properly restrict XSLT stylesheets, which allows remote attackers to bypass security-manager restrictions and read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2014-0099,CWE-189 Numeric Errors,"Integer overflow in java/org/apache/tomcat/util/buf/Ascii.java in Apache Tomcat before 6.0.40, 7.x before 7.0.53, and 8.x before 8.0.4, when operated behind a reverse proxy, allows remote attackers to conduct HTTP request smuggling attacks via a crafted Content-Length HTTP header.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2014-0119,"CWE-264 Permissions, Privileges, and Access Controls","Apache Tomcat before 6.0.40, 7.x before 7.0.54, and 8.x before 8.0.6 does not properly constrain the class loader that accesses the XML parser used with an XSLT stylesheet, which allows remote attackers to (1) read arbitrary files via a crafted web application that provides an XML external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue, or (2) read files associated with different web applications on a single Tomcat instance via a crafted web application.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar (shaded: org.apache.tomcat.maven:tomcat7-war-runner:2.1),/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/META-INF/maven/org.apache.tomcat.maven/tomcat7-war-runner/pom.xml,"","",c52f16894afe9d901e42bdb8703645c8,fa47aaf40967459dd7c103765068e1488ec797be,pkg:maven/org.apache.tomcat.maven/tomcat7-war-runner@2.1,"cpe:2.3:a:apache:tomcat:2.1:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:2.1:*:*:*:*:*:*:*",CVE-2007-1358,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in certain applications using Apache Tomcat 4.0.0 through 4.0.6 and 4.1.0 through 4.1.34 allows remote attackers to inject arbitrary web script or HTML via crafted ""Accept-Language headers that do not conform to RFC 2616"".",NVD,LOW,2.6,/AV:N/AC:H/Au:N/C:N/I:P/A:N,"","","",HIGH,9,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar: WebGoat.war: angular-animate.min.js,/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/WebGoat.war/js/angular/angular-animate.min.js,"","",87f2d2eb3b6a843ce918aaa8e5a4470f,1b74754d1cb6d9eefb7cd360531ca5a828241f2a,pkg:javascript/angularjs@1.2.16,"",CVE-2019-14863,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"There is a vulnerability in all angular versions before 1.5.0-beta.0, where after escaping the context of the web application, the web application delivers data to its users along with other trusted dynamic content, without validating it.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
WebGoat-Legacy,"Fri, 10 Feb 2023 13:01:07 -0500",WebGoat-6.0.1-war-exec.jar: WebGoat.war: angular-animate.min.js,/Users/andrewhaigh/Projects/Git/WebGoat-Legacy/target/WebGoat-6.0.1-war-exec.jar/WebGoat.war/js/angular/angular-animate.min.js,"","",87f2d2eb3b6a843ce918aaa8e5a4470f,1b74754d1cb6d9eefb7cd360531ca5a828241f2a,pkg:javascript/angularjs@1.2.16,"",CVE-2020-7676,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"angular.js prior to 1.8.0 allows cross site scripting. The regex-based input HTML replacement may turn sanitized code into unsanitized one. Wrapping ""<option>"" elements in ""<select>"" ones changes parsing behavior, leading to possibly unsanitizing code.",NVD,LOW,3.5,/AV:N/AC:M/Au:S/C:N/I:P/A:N,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,HIGHEST,3,"","","","","","","",""
