Component Name,Licenses,Licenses Links,Package Type,Component Id,Package Id,Version
org.checkerframework:checker-qual,MIT,http://www.opensource.org/licenses/MIT,maven,org.checkerframework:checker-qual:3.5.0,gav://org.checkerframework:checker-qual,3.5.0
org.apache.commons:commons-text,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.commons:commons-text:1.9,gav://org.apache.commons:commons-text,1.9
jline:jline,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,jline:jline:2.14.6,gav://jline:jline,2.14.6
org.jsoup:jsoup,MIT,http://www.opensource.org/licenses/MIT,maven,org.jsoup:jsoup:1.14.3,gav://org.jsoup:jsoup,1.14.3
org.springframework:spring-webmvc,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-webmvc:5.3.21,gav://org.springframework:spring-webmvc,5.3.21
minitest,MIT,http://www.opensource.org/licenses/MIT,rubygems,minitest:5.11.3,rubygems://minitest,5.11.3
com.google.errorprone:error_prone_annotations,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.errorprone:error_prone_annotations:2.3.4,gav://com.google.errorprone:error_prone_annotations,2.3.4
org.springframework:spring-jcl,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-jcl:5.3.21,gav://org.springframework:spring-jcl,5.3.21
power_assert,"2clause BSDL,BSD,Ruby","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.ruby-lang.org/en/LICENSE.txt",rubygems,power_assert:1.1.3,rubygems://power_assert,1.1.3
org.springframework:spring-core,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-core:5.3.21,gav://org.springframework:spring-core,5.3.21
org.jboss.xnio:xnio-nio,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss.xnio:xnio-nio:3.8.7.Final,gav://org.jboss.xnio:xnio-nio,3.8.7.Final
org.owasp.webgoat:webgoat,GPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,maven,org.owasp.webgoat:webgoat:8.2.3-SNAPSHOT,gav://org.owasp.webgoat:webgoat,8.2.3-SNAPSHOT
org.slf4j:slf4j-api,MIT,http://www.opensource.org/licenses/MIT,maven,org.slf4j:slf4j-api:1.7.36,gav://org.slf4j:slf4j-api,1.7.36
data.tar.gz,"BSD-2-Clause,Ruby","http://opensource.org/licenses/BSD-2-Clause,http://www.ruby-lang.org/en/LICENSE.txt",generic,data.tar.gz,generic://sha256:8c7ab62fed1753794ec81de417cd44790c94c79e8bd24667bbdf17b036e576aa/data.tar.gz,
cparse-jruby.jar,Unknown,,generic,cparse-jruby.jar,generic://sha256:52a75469ecab7e6a4a6f79e5419c4e8d881d42f830b0d287091ef1c498123c34/cparse-jruby.jar,
org.hsqldb:hsqldb,HSQLDB,http://hsqldb.org/web/hsqlLicense.html,maven,org.hsqldb:hsqldb:2.5.2,gav://org.hsqldb:hsqldb,2.5.2
com.sun.activation:jakarta.activation,BSD-3-Clause,http://opensource.org/licenses/BSD-3-Clause,maven,com.sun.activation:jakarta.activation:1.2.2,gav://com.sun.activation:jakarta.activation,1.2.2
net.bytebuddy:byte-buddy,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,net.bytebuddy:byte-buddy:1.12.11,gav://net.bytebuddy:byte-buddy,1.12.11
org.apache.logging.log4j:log4j-to-slf4j,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.logging.log4j:log4j-to-slf4j:2.17.2,gav://org.apache.logging.log4j:log4j-to-slf4j,2.17.2
org.jruby.jcodings:jcodings,MIT,http://www.opensource.org/licenses/MIT,maven,org.jruby.jcodings:jcodings:1.0.57,gav://org.jruby.jcodings:jcodings,1.0.57
rubygems:jruby-openssl,"EPL-1.0,GPL-2.0,LGPL-2.1","http://www.eclipse.org/legal/epl-v10.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",maven,rubygems:jruby-openssl:0.13.0,gav://rubygems:jruby-openssl,0.13.0
com.google.guava:listenablefuture,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava,gav://com.google.guava:listenablefuture,9999.0-empty-to-avoid-conflict-with-guava
xml-resolver:xml-resolver,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,xml-resolver:xml-resolver:1.2,gav://xml-resolver:xml-resolver,1.2
org.bouncycastle:bcpkix-jdk15on,Bouncy-Castle,http://www.bouncycastle.org/licence.html,maven,org.bouncycastle:bcpkix-jdk15on:1.68,gav://org.bouncycastle:bcpkix-jdk15on,1.68
org.apache.logging.log4j:log4j-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.logging.log4j:log4j-core:2.15.0,gav://org.apache.logging.log4j:log4j-core,2.15.0
org.flywaydb:flyway-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.flywaydb:flyway-core:8.5.13,gav://org.flywaydb:flyway-core,8.5.13
org.springframework:spring-orm,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-orm:5.3.21,gav://org.springframework:spring-orm,5.3.21
spm-jquery,MIT,http://www.opensource.org/licenses/MIT,npm,spm-jquery:2.1.4,npm://spm-jquery,2.1.4
jruby_cache_backend.jar,Unknown,,generic,jruby_cache_backend.jar,generic://sha256:fd26af853ae547cdc0ff51d5875fe8cadc61edd23dc207651012217c4ff4257a/jruby_cache_backend.jar,
com.fasterxml.jackson.datatype:jackson-datatype-jdk8,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.13.3,gav://com.fasterxml.jackson.datatype:jackson-datatype-jdk8,2.13.3
org.thymeleaf:thymeleaf,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.thymeleaf:thymeleaf:3.0.15.RELEASE,gav://org.thymeleaf:thymeleaf,3.0.15.RELEASE
xmlpull:xmlpull,Public Domain,http://creativecommons.org/licenses/publicdomain/,maven,xmlpull:xmlpull:1.1.3.1,gav://xmlpull:xmlpull,1.1.3.1
webgoat:webgoat,Unknown,,maven,webgoat:webgoat:8.2.3-20230105.152039-1,gav://webgoat:webgoat,8.2.3-20230105.152039-1
jakarta.servlet:jakarta.servlet-api,"EPL-1.0,EPL-2.0,GPL-2.0,GPL-2.0+CE","http://www.eclipse.org/legal/epl-v10.html,https://spdx.org/licenses/EPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/software/classpath/license.html",maven,jakarta.servlet:jakarta.servlet-api:4.0.4,gav://jakarta.servlet:jakarta.servlet-api,4.0.4
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.13.3,gav://com.fasterxml.jackson.datatype:jackson-datatype-jsr310,2.13.3
commons-io:commons-io,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,commons-io:commons-io:2.6,gav://commons-io:commons-io,2.6
org.springframework.security:spring-security-config,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.security:spring-security-config:5.7.2,gav://org.springframework.security:spring-security-config,5.7.2
org.thymeleaf.extras:thymeleaf-extras-java8time,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.thymeleaf.extras:thymeleaf-extras-java8time:3.0.4.RELEASE,gav://org.thymeleaf.extras:thymeleaf-extras-java8time,3.0.4.RELEASE
bootstrap,MIT,http://www.opensource.org/licenses/MIT,npm,bootstrap:3.1.1,npm://bootstrap,3.1.1
com.fasterxml.jackson.core:jackson-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.fasterxml.jackson.core:jackson-core:2.13.3,gav://com.fasterxml.jackson.core:jackson-core,2.13.3
com.sun.istack:istack-commons-runtime,"BSD-3-Clause,EPL-1.0","http://opensource.org/licenses/BSD-3-Clause,http://www.eclipse.org/legal/epl-v10.html",maven,com.sun.istack:istack-commons-runtime:3.0.12,gav://com.sun.istack:istack-commons-runtime,3.0.12
org.bouncycastle:bctls-jdk15on,Bouncy-Castle,http://www.bouncycastle.org/licence.html,maven,org.bouncycastle:bctls-jdk15on:1.68,gav://org.bouncycastle:bctls-jdk15on,1.68
org.springframework:spring-beans,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-beans:5.3.21,gav://org.springframework:spring-beans,5.3.21
org.springframework:spring-context,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-context:5.3.21,gav://org.springframework:spring-context,5.3.21
jopenssl.jar,Unknown,,generic,jopenssl.jar,generic://sha256:76f6d5357e0ebb2c8dff1d259d09763d47d4931e0132821469d08a98a95ff0f5/jopenssl.jar,
com.github.jnr:jffi,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.github.jnr:jffi:1.3.9,gav://com.github.jnr:jffi,1.3.9
jakarta.xml.bind:jakarta.xml.bind-api,"BSD-3-Clause,EPL-1.0","http://opensource.org/licenses/BSD-3-Clause,http://www.eclipse.org/legal/epl-v10.html",maven,jakarta.xml.bind:jakarta.xml.bind-api:2.3.3,gav://jakarta.xml.bind:jakarta.xml.bind-api,2.3.3
org.apache.commons:commons-lang3,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.commons:commons-lang3:3.12.0,gav://org.apache.commons:commons-lang3,3.12.0
org.latencyutils:LatencyUtils,CC0-1.0,http://creativecommons.org/publicdomain/zero/1.0/,maven,org.latencyutils:LatencyUtils:2.0.3,gav://org.latencyutils:LatencyUtils,2.0.3
org.springframework.boot:spring-boot,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot:2.7.1,gav://org.springframework.boot:spring-boot,2.7.1
io.undertow:undertow-websockets-jsr,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.undertow:undertow-websockets-jsr:2.2.18.Final,gav://io.undertow:undertow-websockets-jsr,2.2.18.Final
org.springframework:spring-jdbc,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-jdbc:5.3.21,gav://org.springframework:spring-jdbc,5.3.21
org.springframework:spring-tx,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-tx:5.3.21,gav://org.springframework:spring-tx,5.3.21
org.unbescape:unbescape,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.unbescape:unbescape:1.1.6.RELEASE,gav://org.unbescape:unbescape,1.1.6.RELEASE
mavenEcjBootstrapAgent.jar,Unknown,,generic,mavenEcjBootstrapAgent.jar,generic://sha256:d034830e1d8615a9d0e4afdaee693687c6e61e041cc905608bba60efb04744d6/mavenEcjBootstrapAgent.jar,
org.springframework:spring-aspects,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-aspects:5.3.21,gav://org.springframework:spring-aspects,5.3.21
com.github.jnr:jnr-x86asm,MIT,http://www.opensource.org/licenses/MIT,maven,com.github.jnr:jnr-x86asm:1.0.2,gav://com.github.jnr:jnr-x86asm,1.0.2
org.asciidoctor:asciidoctorj-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.asciidoctor:asciidoctorj-api:2.5.3,gav://org.asciidoctor:asciidoctorj-api,2.5.3
org.springframework.data:spring-data-commons,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-commons:2.7.1,gav://org.springframework.data:spring-data-commons,2.7.1
net-telnet,Ruby,http://www.ruby-lang.org/en/LICENSE.txt,rubygems,net-telnet:0.1.1,rubygems://net-telnet,0.1.1
psych.jar,Unknown,,generic,psych.jar,generic://sha256:982446af42b27cc645d96ceb90228fde23798284b5edcbeb68d519190d0980f7/psych.jar,
generator.jar,Unknown,,generic,generator.jar,generic://sha256:f6d4a830771618e697220f5707eabe831e25d46aff8da9e7cc5b60ef744714a3/generator.jar,
ch.qos.logback:logback-classic,"EPL-1.0,LGPL-2.1-only","http://www.eclipse.org/legal/epl-v10.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",maven,ch.qos.logback:logback-classic:1.2.11,gav://ch.qos.logback:logback-classic,1.2.11
com.google.code.findbugs:jsr305,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.google.code.findbugs:jsr305:3.0.2,gav://com.google.code.findbugs:jsr305,3.0.2
com.jcraft:jzlib,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,com.jcraft:jzlib:1.1.3,gav://com.jcraft:jzlib,1.1.3
io.undertow:undertow-core,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.undertow:undertow-core:2.2.18.Final,gav://io.undertow:undertow-core,2.2.18.Final
org.jruby:jruby-base,"EPL-2.0,GPL-2.0-only,LGPL-2.1-only","https://spdx.org/licenses/EPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",maven,org.jruby:jruby-base:9.3.6.0,gav://org.jruby:jruby-base,9.3.6.0
org.wildfly.client:wildfly-client-config,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.wildfly.client:wildfly-client-config:1.0.1.Final,gav://org.wildfly.client:wildfly-client-config,1.0.1.Final
rubygems:jruby-readline,"EPL-1.0,GPL-2.0,LGPL-2.1","http://www.eclipse.org/legal/epl-v10.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",maven,rubygems:jruby-readline:1.3.7,gav://rubygems:jruby-readline,1.3.7
@flexem/jquery-ui,MIT,http://www.opensource.org/licenses/MIT,npm,@flexem/jquery-ui:1.12.1,npm://@flexem/jquery-ui,1.12.1
com.fasterxml.jackson.core:jackson-annotations,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.fasterxml.jackson.core:jackson-annotations:2.13.3,gav://com.fasterxml.jackson.core:jackson-annotations,2.13.3
xmlrpc,Ruby,http://www.ruby-lang.org/en/LICENSE.txt,rubygems,xmlrpc:0.3.0,rubygems://xmlrpc,0.3.0
jakarta.persistence:jakarta.persistence-api,EPL-1.0,http://www.eclipse.org/legal/epl-v10.html,maven,jakarta.persistence:jakarta.persistence-api:2.2.3,gav://jakarta.persistence:jakarta.persistence-api,2.2.3
org.jboss.logging:jboss-logging,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss.logging:jboss-logging:3.4.3.Final,gav://org.jboss.logging:jboss-logging,3.4.3.Final
org.yaml:snakeyaml,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.yaml:snakeyaml:1.30,gav://org.yaml:snakeyaml,1.30
test-unit,"Python-2.0,Ruby","http://www.opensource.org/licenses/Python-2.0,http://www.ruby-lang.org/en/LICENSE.txt",rubygems,test-unit:3.2.9,rubygems://test-unit,3.2.9
com.beust:jcommander,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.beust:jcommander:1.81,gav://com.beust:jcommander,1.81
com.headius:backport9,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.headius:backport9:1.12,gav://com.headius:backport9,1.12
org.aspectj:aspectjweaver,EPL-1.0,http://www.eclipse.org/legal/epl-v10.html,maven,org.aspectj:aspectjweaver:1.9.7,gav://org.aspectj:aspectjweaver,1.9.7
org.glassfish.jaxb:jaxb-runtime,"BSD-3-Clause,EPL-1.0","http://opensource.org/licenses/BSD-3-Clause,http://www.eclipse.org/legal/epl-v10.html",maven,org.glassfish.jaxb:jaxb-runtime:2.3.6,gav://org.glassfish.jaxb:jaxb-runtime,2.3.6
org.hibernate.validator:hibernate-validator,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.hibernate.validator:hibernate-validator:6.2.3.Final,gav://org.hibernate.validator:hibernate-validator,6.2.3.Final
org.jruby:jruby-stdlib,"Apache-2.0,BSD-2-Clause,BSD-3-Clause,EPL-2.0,GPL-2.0,GPL-2.0-only,LGPL-2.0,LGPL-2.1,LGPL-2.1-only,MIT,Ruby,Zlib","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,https://spdx.org/licenses/EPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT,http://www.ruby-lang.org/en/LICENSE.txt,http://www.opensource.org/licenses/Zlib",maven,org.jruby:jruby-stdlib:9.3.6.0,gav://org.jruby:jruby-stdlib,9.3.6.0
com.github.jnr:jnr-ffi,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.github.jnr:jnr-ffi:2.2.11,gav://com.github.jnr:jnr-ffi,2.2.11
com.github.jnr:jnr-netdb,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.github.jnr:jnr-netdb:1.2.0,gav://com.github.jnr:jnr-netdb,1.2.0
com.github.jnr:jnr-unixsocket,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.github.jnr:jnr-unixsocket:0.38.17,gav://com.github.jnr:jnr-unixsocket,0.38.17
org.projectlombok:lombok,"BSD-4-Clause,MIT","http://directory.fsf.org/wiki/License:BSD_4Clause,http://www.opensource.org/licenses/MIT",maven,org.projectlombok:lombok:1.18.24,gav://org.projectlombok:lombok,1.18.24
ch.qos.logback:logback-core,"EPL-1.0,LGPL-2.1-only","http://www.eclipse.org/legal/epl-v10.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html",maven,ch.qos.logback:logback-core:1.2.11,gav://ch.qos.logback:logback-core,1.2.11
com.headius:invokebinder,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.headius:invokebinder:1.12,gav://com.headius:invokebinder,1.12
org.jboss.xnio:xnio-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.jboss.xnio:xnio-api:3.8.7.Final,gav://org.jboss.xnio:xnio-api,3.8.7.Final
org.jruby.joni:joni,MIT,http://www.opensource.org/licenses/MIT,maven,org.jruby.joni:joni:2.1.43,gav://org.jruby.joni:joni,2.1.43
org.jruby:jruby,"Apache-2.0,BSD-2-Clause,BSD-3-Clause,EPL-2.0,GPL-2.0,GPL-2.0-only,LGPL-2.0,LGPL-2.1,LGPL-2.1-only,MIT,Zlib","http://licenses.nuget.org/Apache-2.0,http://opensource.org/licenses/BSD-2-Clause,http://opensource.org/licenses/BSD-3-Clause,https://spdx.org/licenses/EPL-2.0,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.0-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.gnu.org/licenses/old-licenses/lgpl-2.1-standalone.html,http://www.opensource.org/licenses/MIT,http://www.opensource.org/licenses/Zlib",maven,org.jruby:jruby:9.3.6.0,gav://org.jruby:jruby,9.3.6.0
org.springframework.data:spring-data-jpa,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.data:spring-data-jpa:2.7.1,gav://org.springframework.data:spring-data-jpa,2.7.1
spring-boot-jarmode-layertools-2.7.1.jar,Apache-2.0,http://licenses.nuget.org/Apache-2.0,generic,spring-boot-jarmode-layertools-2.7.1.jar,generic://sha256:5972dfa4e4a44deae5236bbced0ad38fd85a6ad7613299ac18da3d09bec5317f/spring-boot-jarmode-layertools-2.7.1.jar,
com.thoughtworks.xstream:xstream,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,com.thoughtworks.xstream:xstream:1.4.5,gav://com.thoughtworks.xstream:xstream,1.4.5
io.jsonwebtoken:jjwt,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,io.jsonwebtoken:jjwt:0.9.1,gav://io.jsonwebtoken:jjwt,0.9.1
javax.xml.bind:jaxb-api,"CDDL-1.0,CDDL-1.1,GPL-2.0,GPL-3.0","http://www.opensource.org/licenses/cddl1,http://glassfish.java.net/public/CDDL+GPL_1_1.html,http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html",maven,javax.xml.bind:jaxb-api:2.3.1,gav://javax.xml.bind:jaxb-api,2.3.1
org.glassfish.jaxb:txw2,"BSD-3-Clause,EPL-1.0","http://opensource.org/licenses/BSD-3-Clause,http://www.eclipse.org/legal/epl-v10.html",maven,org.glassfish.jaxb:txw2:2.3.6,gav://org.glassfish.jaxb:txw2,2.3.6
org.springframework:spring-expression,"Apache-2.0,BSD-4-Clause","http://licenses.nuget.org/Apache-2.0,http://directory.fsf.org/wiki/License:BSD_4Clause",maven,org.springframework:spring-expression:5.3.21,gav://org.springframework:spring-expression,5.3.21
org.webjars:jquery,MIT,http://www.opensource.org/licenses/MIT,maven,org.webjars:jquery:3.5.1,gav://org.webjars:jquery,3.5.1
com.headius:options,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,com.headius:options:1.6,gav://com.headius:options,1.6
org.apache.logging.log4j:log4j-api,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.apache.logging.log4j:log4j-api:2.15.0,gav://org.apache.logging.log4j:log4j-api,2.15.0
org.attoparser:attoparser,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.attoparser:attoparser:2.0.5.RELEASE,gav://org.attoparser:attoparser,2.0.5.RELEASE
org.ow2.asm:asm-analysis,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,org.ow2.asm:asm-analysis:9.2,gav://org.ow2.asm:asm-analysis,9.2
org.ow2.asm:asm-commons,BSD,http://directory.fsf.org/wiki/License:BSD_4Clause,maven,org.ow2.asm:asm-commons:9.2,gav://org.ow2.asm:asm-commons,9.2
org.springframework.boot:spring-boot-autoconfigure,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.springframework.boot:spring-boot-autoconfigure:2.7.1,gav://org.springframework.boot:spring-boot-autoconfigure,2.7.1
org.thymeleaf.extras:thymeleaf-extras-springsecurity5,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.thymeleaf.extras:thymeleaf-extras-springsecurity5:3.0.4.RELEASE,gav://org.thymeleaf.extras:thymeleaf-extras-springsecurity5,3.0.4.RELEASE
org.webjars:bootstrap,Apache-2.0,http://licenses.nuget.org/Apache-2.0,maven,org.webjars:bootstrap:3.3.7,gav://org.webjars:bootstrap,3.3.7
