Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,json-smart Uncontrolled Recursion vulnerabilty,"[Json-smart](https://netplex.github.io/json-smart/) is a performance focused, JSON processor lib. When reaching a ‘[‘ or ‘{‘ character in the JSON input, the code parses an array or an object respectively. It was discovered that the code does not have any limit to the nesting of such arrays or objects. Since the parsing of nested arrays and objects is done recursively, nesting too many of them can cause a stack exhaustion (stack overflow) and crash the software.",,high,CVE-2023-1370,,GHSA-493p-pfq6-5258; Gemnasium-4d9c2a5e-d097-47ce-9f29-18e245e538ea,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""net.minidev/json-smart""}, ""version""=>""2.4.8""}}",false,"",test-group260849/webgoat_pom-comparison/103365837,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,jose4j uses weak cryptographic algorithm,jose4j before v0.9.3 allows attackers to set a low iteration count of 1000 or less.,,high,CVE-2023-31582,,GHSA-7g24-qg88-p43q; Gemnasium-92811fd3-15c7-449b-95bb-604a6831f872,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.bitbucket.b_c/jose4j""}, ""version""=>""0.7.6""}}",false,"",test-group260849/webgoat_pom-comparison/103365838,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Denial of Service due to parser crash,"Those using Xstream to seralize XML data may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow. This effect may support a denial of service attack.",,unknown,,,Gemnasium-40b7161b-81c3-434a-ac94-e649d315e2b9; GHSA-3mq5-fq9h-gj7j,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365839,""
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stack-overflow.",,medium,CVE-2022-38752,,Gemnasium-b769a3ba-fb7f-4b5f-a1f6-2a90ef092ff1,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.yaml/snakeyaml""}, ""version""=>""1.30""}}",false,"",test-group260849/webgoat_pom-comparison/103365840,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Out-of-bounds Write,This advisory has been marked as a false positive.,,high,CVE-2022-40152,,Gemnasium-3505efba-968b-4be6-95b7-785f2314ab32,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365841,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Exposure of Sensitive Information to an Unauthorized Actor,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",,medium,CVE-2023-26049,,GHSA-p26g-97m4-6q7c; Gemnasium-61379d00-aba4-408f-95a8-05c097d21c05,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-io""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365842,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"jsoup is a Java HTML parser, built for HTML editing, cleaning, scraping, and cross-site scripting (XSS) safety. jsoup may incorrectly sanitize HTML including `javascript:` URL expressions, which could allow XSS attacks when a reader subsequently clicks that link. If the non-default `SafeList.preserveRelativeLinks` option is enabled, HTML including `javascript:` URLs that have been crafted with control characters will not be sanitized. If the site that this HTML is published on does not set a Content Security Policy, an XSS attack is then possible. This issue is patched in jsoup 1.15.3. Users should upgrade to this version. Additionally, as the unsanitized input may have been persisted, old content should be cleaned again using the updated version. To remediate this issue without immediately upgrading: - disable `SafeList.preserveRelativeLinks`, which will rewrite input URLs as absolute URLs - ensure an appropriate [Content Security Policy](https://developer.mozilla.org/en-US/docs/Web/HTTP/CSP) is defined. (This should be used regardless of upgrading, as a defence-in-depth best practice.)",,medium,CVE-2022-36033,,GHSA-gp7f-rwcx-9369; Gemnasium-5e790b26-f626-4539-96c3-4c4cfa7aa2da,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.jsoup/jsoup""}, ""version""=>""1.14.3""}}",false,"",test-group260849/webgoat_pom-comparison/103365843,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Weak Authentication,"Jetty is a Java based web server and servlet engine. Versions 9.4.21 through 9.4.51, 10.0.15, and 11.0.15 is vulnerable to weak authentication. If a Jetty `OpenIdAuthenticator` uses the optional nested `LoginService`, and that `LoginService` decides to revoke an already authenticated user, then the current request will still treat the user as authenticated. The authentication is then cleared from the session and subsequent requests will not be treated as authenticated. So a request on a previously authenticated session could be allowed to bypass authentication after it had been rejected by the `LoginService`. This impacts usages of the jetty-openid which have configured a nested `LoginService` and where that `LoginService` will is capable of rejecting previously authenticated users. Versions 9.4.52, 10.0.16, and 11.0.16 have a patch for this issue.",,medium,CVE-2023-41900,,GHSA-pwh8-58vv-vw48; Gemnasium-6de5e6f7-1399-4886-b535-105f1f02d949,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-server""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365844,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",,medium,CVE-2022-38751,,Gemnasium-3e8db933-cb40-44b2-9e4d-4553d11bc925,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.yaml/snakeyaml""}, ""version""=>""1.30""}}",false,"",test-group260849/webgoat_pom-comparison/103365845,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Out-of-bounds Write,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",,medium,CVE-2022-38749,,Gemnasium-ece9543f-d60c-4ca6-998b-f9a81f47e8ca,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.yaml/snakeyaml""}, ""version""=>""1.30""}}",false,"",test-group260849/webgoat_pom-comparison/103365846,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Access Control Bypass in Spring Security,"Using ""**"" as a pattern in Spring Security configuration 
for WebFlux creates a mismatch in pattern matching between Spring 
Security and Spring WebFlux, and the potential for a security bypass.

",,critical,CVE-2023-34034,,GHSA-3h6f-g5f3-gc4w; Gemnasium-edf628bb-26fc-48a0-8c86-1724d68ee04f,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.springframework.security/spring-security-config""}, ""version""=>""5.7.2""}}",false,"",test-group260849/webgoat_pom-comparison/103365847,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Exposure of Sensitive Information to an Unauthorized Actor,"Jetty is a java based web server and servlet engine. Nonstandard cookie parsing in Jetty may allow an attacker to smuggle cookies within other cookies, or otherwise perform unintended behavior by tampering with the cookie parsing mechanism. If Jetty sees a cookie VALUE that starts with `""` (double quote), it will continue to read the cookie string until it sees a closing quote -- even if a semicolon is encountered. So, a cookie header such as: `DISPLAY_LANGUAGE=""b; JSESSIONID=1337; c=d""` will be parsed as one cookie, with the name DISPLAY_LANGUAGE and a value of b; JSESSIONID=1337; c=d instead of 3 separate cookies. This has security implications because if, say, JSESSIONID is an HttpOnly cookie, and the DISPLAY_LANGUAGE cookie value is rendered on the page, an attacker can smuggle the JSESSIONID cookie into the DISPLAY_LANGUAGE cookie and thereby exfiltrate it. This is significant when an intermediary is enacting some policy based on cookies, so a smuggled cookie can bypass that policy yet still be seen by the Jetty server or its logging system. This issue has been addressed in versions 9.4.51, 10.0.14, 11.0.14, and 12.0.0.beta0 and users are advised to upgrade. There are no known workarounds for this issue.",,medium,CVE-2023-26049,,Gemnasium-5fa26d48-8c27-4467-b975-09260cf4c21d; GHSA-p26g-97m4-6q7c,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-client""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365848,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Neutralization of Quoting Syntax,"Eclipse Jetty Canonical Repository is the canonical repository for the Jetty project. Users of the CgiServlet with a very specific command structure may have the wrong command executed. If a user sends a request to a org.eclipse.jetty.servlets.CGI Servlet for a binary with a space in its name, the servlet will escape the command by wrapping it in quotation marks. This wrapped command, plus an optional command prefix, will then be executed through a call to Runtime.exec. If the original binary name provided by the user contains a quotation mark followed by a space, the resulting command line will contain multiple tokens instead of one. This issue was patched in version 9.4.52, 10.0.16, 11.0.16 and 12.0.0-beta2.
",,medium,CVE-2023-36479,,GHSA-3gh6-v5v9-6v9j; Gemnasium-1d69b9d3-3959-4d85-942b-facb5709d4c3,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.eclipse.jetty/jetty-webapp""}, ""version""=>""9.4.48.v20220622""}}",false,"",test-group260849/webgoat_pom-comparison/103365849,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,logback serialization vulnerability,"A serialization vulnerability in logback receiver component part of 
logback version 1.4.11 allows an attacker to mount a Denial-Of-Service 
attack by sending poisoned data.

",,high,CVE-2023-6378,,Gemnasium-788d29b1-0bcc-4d63-9b18-a4cf03edc47b; GHSA-vmq6-5m68-f53m,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""ch.qos.logback/logback-core""}, ""version""=>""1.2.11""}}",false,"",test-group260849/webgoat_pom-comparison/103365850,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"It was found that the fix to address CVE-2021-44228 in Apache Log4j was incomplete in certain non-default configurations. This could allows attackers with control over Thread Context Map (MDC) input data when the logging configuration uses a non-default Pattern Layout with either a Context Lookup (for example, `$${ctx:loginId})` or a Thread Context Map pattern (`%X`, `%mdc`, or `%MDC`) to craft malicious input data using a JNDI Lookup pattern resulting in a denial of service (DOS) attack. Log4j restricts JNDI LDAP lookups to localhost by default. Note that previous mitigations involving configuration such as to set the system property `log4j2.noFormatMsgLookup` to `true` do NOT mitigate this specific vulnerability. Log4j fixes this issue by removing support for message lookup patterns and disabling JNDI functionality by default. This issue can be mitigated in prior releases (<2.16.0) by removing the JndiLookup class from the classpath (example: zip -q -d log4j-core-*.jar org/apache/logging/log4j/core/lookup/JndiLookup.class).",,critical,CVE-2021-45046,,Gemnasium-788f3d07-b01c-41d3-b9f0-56693bb21ec8,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.apache.logging.log4j/log4j-core""}, ""version""=>""2.15.0""}}",false,"",test-group260849/webgoat_pom-comparison/103365851,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H=NVD; AV:N/AC:H/Au:N/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Uncontrolled Resource Consumption,The package org.yaml:snakeyaml from 0 and before 1.31 is vulnerable to Denial of Service (DoS) due missing to nested depth limitation for collections.,,high,CVE-2022-25857,,Gemnasium-9adb5db4-67fe-46f8-b05a-9bbf66cfbc58,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""org.yaml/snakeyaml""}, ""version""=>""1.30""}}",false,"",test-group260849/webgoat_pom-comparison/103365852,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Deserialization of Untrusted Data,XStream is a simple library to serialize objects to XML and back again. This vulnerability may allow a remote attacker to load and execute arbitrary code from a remote host only by manipulating the processed input stream. Users who followed the recommendation to setup XStream's security framework with a allow list limited to the minimal required types are not impacted.,,high,CVE-2021-39146,,Gemnasium-87c9c9db-6b66-4ca1-90da-5dc04746a3f0; GHSA-p8pq-r894-fm8f,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.thoughtworks.xstream/xstream""}, ""version""=>""1.4.5""}}",false,"",test-group260849/webgoat_pom-comparison/103365853,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H=NVD; AV:N/AC:M/Au:S/C:P/I:P/A:P=NVD
Test-Group,Webgoat_Pom-Comparison,dependency_scanning,gemnasium-maven,detected,Files or Directories Accessible to External Parties,"Use of Java's default temporary directory for file creation in `FileBackedOutputStream` in Google Guava versions 1.0 to 31.1 on Unix systems and Android Ice Cream Sandwich allows other users and apps on the machine with access to the default Java temporary directory to be able to access the files created by the class.

Even though the security vulnerability is fixed in version 32.0.0, we recommend using version 32.0.1 as version 32.0.0 breaks some functionality under Windows.

",,high,CVE-2023-2976,,Gemnasium-7d3dab8d-a4c1-4843-bcea-4dd176543e68,2023-12-20 17:45:04 UTC,"{""file""=>""pom.xml"", ""dependency""=>{""package""=>{""name""=>""com.google.guava/guava""}, ""version""=>""30.1-jre""}}",false,"",test-group260849/webgoat_pom-comparison/103365854,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N=NVD
